facilityId,Name,Street,LGA,State,Email
98,BauGan,,Ganjuwa,Bauchi,BauGan@phcsample.com
99,BauGia,,Giade,Bauchi,BauGia@phcsample.com
100,BauIta,,Itas/Gadau,Bauchi,BauIta@phcsample.com
101,BauJam,,Jama'are,Bauchi,BauJam@phcsample.com
102,BauKat,,Katagum,Bauchi,BauKat@phcsample.com
103,BauKir,,Kirfi,Bauchi,BauKir@phcsample.com
104,BauMis,,Misau,Bauchi,BauMis@phcsample.com
105,BauNin,,Ningi,Bauchi,BauNin@phcsample.com
106,BauShi,,Shira,Bauchi,BauShi@phcsample.com
107,BauTaf,,Tafawa-Balewa,Bauchi,BauTaf@phcsample.com
108,BauTor,,Toro,Bauchi,BauTor@phcsample.com
109,BauWar,,Warji,Bauchi,BauWar@phcsample.com
110,BauZak,,Zaki,Bauchi,BauZak@phcsample.com
111,BayBra,,Brass,Bayelsa,BayBra@phcsample.com
112,BayEke,,Ekeremor,Bayelsa,BayEke@phcsample.com
113,BayKol,,Kolokuma/Opokuma,Bayelsa,BayKol@phcsample.com
114,BayNem,,Nembe,Bayelsa,BayNem@phcsample.com
115,BayOgb,,Ogbia,Bayelsa,BayOgb@phcsample.com
116,BaySag,,Sagbama,Bayelsa,BaySag@phcsample.com
117,BaySou,,Southern Jaw,Bayelsa,BaySou@phcsample.com
118,BayYen,,Yenegoa,Bayelsa,BayYen@phcsample.com
119,BenAdo,,Ado,Benue,BenAdo@phcsample.com
120,BenAga,,Agatu,Benue,BenAga@phcsample.com
121,BenApa,,Apa,Benue,BenApa@phcsample.com
122,BenBur,,Buruku,Benue,BenBur@phcsample.com
123,BenGbo,,Gboko,Benue,BenGbo@phcsample.com
124,BenGum,,Guma,Benue,BenGum@phcsample.com
125,BenGwe,,Gwer East,Benue,BenGwe@phcsample.com
126,BenGwe,,Gwer West,Benue,BenGwe@phcsample.com
127,BenKat,,Katsina-Ala,Benue,BenKat@phcsample.com
128,BenKon,,Konshisha,Benue,BenKon@phcsample.com
129,BenKwa,,Kwande,Benue,BenKwa@phcsample.com
130,BenLog,,Logo,Benue,BenLog@phcsample.com
131,BenMak,,Makurdi,Benue,BenMak@phcsample.com
132,BenObi,,Obi,Benue,BenObi@phcsample.com
133,BenOgb,,Ogbadibo,Benue,BenOgb@phcsample.com
134,BenOju,,Oju,Benue,BenOju@phcsample.com
135,BenOkp,,Okpokwu,Benue,BenOkp@phcsample.com
136,BenOhi,,Ohimini,Benue,BenOhi@phcsample.com
137,BenOtu,,Oturkpo,Benue,BenOtu@phcsample.com
138,BenTar,,Tarka,Benue,BenTar@phcsample.com
139,BenUku,,Ukum,Benue,BenUku@phcsample.com
140,BenUsh,,Ushongo,Benue,BenUsh@phcsample.com
141,BenVan,,Vandeikya,Benue,BenVan@phcsample.com
142,BorAba,,Abadam,Borno,BorAba@phcsample.com
143,BorAsk,,Askira/Uba,Borno,BorAsk@phcsample.com
144,BorBam,,Bama,Borno,BorBam@phcsample.com
145,BorBay,,Bayo,Borno,BorBay@phcsample.com
146,BorBiu,,Biu,Borno,BorBiu@phcsample.com
147,BorChi,,Chibok,Borno,BorChi@phcsample.com
148,BorDam,,Damboa,Borno,BorDam@phcsample.com
149,BorDik,,Dikwa,Borno,BorDik@phcsample.com
150,BorGub,,Gubio,Borno,BorGub@phcsample.com
151,BorGuz,,Guzamala,Borno,BorGuz@phcsample.com
152,BorGwo,,Gwoza,Borno,BorGwo@phcsample.com
153,BorHaw,,Hawul,Borno,BorHaw@phcsample.com
154,BorJer,,Jere,Borno,BorJer@phcsample.com
155,BorKag,,Kaga,Borno,BorKag@phcsample.com
156,BorKal,,Kala/Balge,Borno,BorKal@phcsample.com
157,BorKon,,Konduga,Borno,BorKon@phcsample.com
158,BorKuk,,Kukawa,Borno,BorKuk@phcsample.com
159,BorKwa,,Kwaya Kusar,Borno,BorKwa@phcsample.com
160,BorMaf,,Mafa,Borno,BorMaf@phcsample.com
161,BorMag,,Magumeri,Borno,BorMag@phcsample.com
162,BorMai,,Maiduguri,Borno,BorMai@phcsample.com
163,BorMar,,Marte,Borno,BorMar@phcsample.com
164,BorMob,,Mobbar,Borno,BorMob@phcsample.com
165,BorMon,,Monguno,Borno,BorMon@phcsample.com
166,BorNga,,Ngala,Borno,BorNga@phcsample.com
167,BorNga,,Nganzai,Borno,BorNga@phcsample.com
168,BorSha,,Shani,Borno,BorSha@phcsample.com
169,CroAkp,,Akpabuyo,Cross River,CroAkp@phcsample.com
170,CroOdu,,Odukpani,Cross River,CroOdu@phcsample.com
171,CroAka,,Akamkpa,Cross River,CroAka@phcsample.com
172,CroBia,,Biase,Cross River,CroBia@phcsample.com
173,CroAbi,,Abi,Cross River,CroAbi@phcsample.com
174,CroIko,,Ikom,Cross River,CroIko@phcsample.com
175,CroYar,,Yarkur,Cross River,CroYar@phcsample.com
176,CroOdu,,Odubra,Cross River,CroOdu@phcsample.com
177,CroBok,,Boki,Cross River,CroBok@phcsample.com
178,CroOgo,,Ogoja,Cross River,CroOgo@phcsample.com
179,CroYal,,Yala,Cross River,CroYal@phcsample.com
180,CroOba,,Obanliku,Cross River,CroOba@phcsample.com
181,CroObu,,Obudu,Cross River,CroObu@phcsample.com
182,CroCal,,Calabar South,Cross River,CroCal@phcsample.com
183,CroEtu,,Etung,Cross River,CroEtu@phcsample.com
184,CroBek,,Bekwara,Cross River,CroBek@phcsample.com
185,CroBak,,Bakassi,Cross River,CroBak@phcsample.com
186,CroCal,,Calabar Municipality,Cross River,CroCal@phcsample.com
187,DelOsh,,Oshimili,Delta,DelOsh@phcsample.com
188,DelAni,,Aniocha,Delta,DelAni@phcsample.com
189,DelAni,,Aniocha South,Delta,DelAni@phcsample.com
190,DelIka,,Ika South,Delta,DelIka@phcsample.com
191,DelIka,,Ika North-East,Delta,DelIka@phcsample.com
192,DelNdo,,Ndokwa West,Delta,DelNdo@phcsample.com
193,DelNdo,,Ndokwa East,Delta,DelNdo@phcsample.com
194,DelIso,,Isoko south,Delta,DelIso@phcsample.com
195,DelIso,,Isoko North,Delta,DelIso@phcsample.com
196,DelBom,,Bomadi,Delta,DelBom@phcsample.com
197,DelBur,,Burutu,Delta,DelBur@phcsample.com
198,DelUgh,,Ughelli South,Delta,DelUgh@phcsample.com
199,DelUgh,,Ughelli North,Delta,DelUgh@phcsample.com
200,DelEth,,Ethiope West,Delta,DelEth@phcsample.com
201,DelEth,,Ethiope East,Delta,DelEth@phcsample.com
202,DelSap,,Sapele,Delta,DelSap@phcsample.com
203,DelOkp,,Okpe,Delta,DelOkp@phcsample.com
204,DelWar,,Warri North,Delta,DelWar@phcsample.com
205,DelWar,,Warri South,Delta,DelWar@phcsample.com
206,DelUvw,,Uvwie,Delta,DelUvw@phcsample.com
207,DelUdu,,Udu,Delta,DelUdu@phcsample.com
208,DelWar,,Warri Central,Delta,DelWar@phcsample.com
209,DelUkw,,Ukwani,Delta,DelUkw@phcsample.com
210,DelOsh,,Oshimili North,Delta,DelOsh@phcsample.com
211,DelPat,,Patani,Delta,DelPat@phcsample.com
212,EboAfi,,Afikpo South,Ebonyi,EboAfi@phcsample.com
213,EboAfi,,Afikpo North,Ebonyi,EboAfi@phcsample.com
214,EboOni,,Onicha,Ebonyi,EboOni@phcsample.com
215,EboOha,,Ohaozara,Ebonyi,EboOha@phcsample.com
216,EboAba,,Abakaliki,Ebonyi,EboAba@phcsample.com
217,EboIsh,,Ishielu,Ebonyi,EboIsh@phcsample.com
218,Ebolkw,,lkwo,Ebonyi,Ebolkw@phcsample.com
219,EboEzz,,Ezza,Ebonyi,EboEzz@phcsample.com
220,EboEzz,,Ezza South,Ebonyi,EboEzz@phcsample.com
221,EboOha,,Ohaukwu,Ebonyi,EboOha@phcsample.com
222,EboEbo,,Ebonyi,Ebonyi,EboEbo@phcsample.com
223,EboIvo,,Ivo,Ebonyi,EboIvo@phcsample.com
224,EnuEnu,,"Enugu South,",Enugu,EnuEnu@phcsample.com
225,EnuIgb,,Igbo-Eze South,Enugu,EnuIgb@phcsample.com
226,EnuEnu,,Enugu North,Enugu,EnuEnu@phcsample.com
227,EnuNka,,Nkanu,Enugu,EnuNka@phcsample.com
228,EnuUdi,,Udi Agwu,Enugu,EnuUdi@phcsample.com
229,EnuOji,,Oji-River,Enugu,EnuOji@phcsample.com
230,EnuEze,,Ezeagu,Enugu,EnuEze@phcsample.com
231,EnuIgb,,IgboEze North,Enugu,EnuIgb@phcsample.com
232,EnuIsi,,Isi-Uzo,Enugu,EnuIsi@phcsample.com
233,EnuNsu,,Nsukka,Enugu,EnuNsu@phcsample.com
234,EnuIgb,,Igbo-Ekiti,Enugu,EnuIgb@phcsample.com
235,EnuUzo,,Uzo-Uwani,Enugu,EnuUzo@phcsample.com
236,EnuEnu,,Enugu Eas,Enugu,EnuEnu@phcsample.com
237,EnuAni,,Aninri,Enugu,EnuAni@phcsample.com
238,EnuNka,,Nkanu East,Enugu,EnuNka@phcsample.com
239,EnuUde,,Udenu.,Enugu,EnuUde@phcsample.com
240,EdoEsa,,Esan North-East,Edo,EdoEsa@phcsample.com
241,EdoEsa,,Esan Central,Edo,EdoEsa@phcsample.com
242,EdoEsa,,Esan West,Edo,EdoEsa@phcsample.com
243,EdoEgo,,Egor,Edo,EdoEgo@phcsample.com
244,EdoUkp,,Ukpoba,Edo,EdoUkp@phcsample.com
245,EdoCen,,Central,Edo,EdoCen@phcsample.com
246,EdoEts,,Etsako Central,Edo,EdoEts@phcsample.com
247,EdoIgu,,Igueben,Edo,EdoIgu@phcsample.com
248,EdoOre,,Oredo,Edo,EdoOre@phcsample.com
249,EdoOvi,,Ovia SouthWest,Edo,EdoOvi@phcsample.com
250,EdoOvi,,Ovia South-East,Edo,EdoOvi@phcsample.com
251,EdoOrh,,Orhionwon,Edo,EdoOrh@phcsample.com
252,EdoUhu,,Uhunmwonde,Edo,EdoUhu@phcsample.com
253,EdoEts,,Etsako East,Edo,EdoEts@phcsample.com
254,EdoEsa,,Esan South-East,Edo,EdoEsa@phcsample.com
255,EkiAdo,,Ado,Ekiti,EkiAdo@phcsample.com
256,EkiEki,,Ekiti-East,Ekiti,EkiEki@phcsample.com
257,EkiEki,,Ekiti-West,Ekiti,EkiEki@phcsample.com
258,EkiEmu,,Emure/Ise/Orun,Ekiti,EkiEmu@phcsample.com
259,EkiEki,,Ekiti South-West,Ekiti,EkiEki@phcsample.com
260,EkiIke,,Ikere Ekiti,Ekiti,EkiIke@phcsample.com
261,EkiIre,,Irepodun,Ekiti,EkiIre@phcsample.com
262,EkiIje,,"Ijero,",Ekiti,EkiIje@phcsample.com
263,EkiIdo,,Ido/Osi,Ekiti,EkiIdo@phcsample.com
264,EkiOye,,Oye,Ekiti,EkiOye@phcsample.com
265,EkiIko,,Ikole,Ekiti,EkiIko@phcsample.com
266,EkiMob,,Moba,Ekiti,EkiMob@phcsample.com
267,EkiGbo,,Gbonyin,Ekiti,EkiGbo@phcsample.com
268,EkiEfo,,Efon,Ekiti,EkiEfo@phcsample.com
269,EkiIse,,Ise/Orun,Ekiti,EkiIse@phcsample.com
270,EkiIle,,Ilejemeje.,Ekiti,EkiIle@phcsample.com
271,FCTAba,,Abaji,FCT - Abuja,FCTAba@phcsample.com
272,FCTAbu,,Abuja Municipal,FCT - Abuja,FCTAbu@phcsample.com
273,FCTBwa,,Bwari,FCT - Abuja,FCTBwa@phcsample.com
274,FCTGwa,,Gwagwalada,FCT - Abuja,FCTGwa@phcsample.com
275,FCTKuj,,Kuje,FCT - Abuja,FCTKuj@phcsample.com
276,FCTKwa,,Kwali,FCT - Abuja,FCTKwa@phcsample.com
277,GomAkk,,Akko,Gombe,GomAkk@phcsample.com
278,GomBal,,Balanga,Gombe,GomBal@phcsample.com
279,GomBil,,Billiri,Gombe,GomBil@phcsample.com
280,GomDuk,,Dukku,Gombe,GomDuk@phcsample.com
281,GomKal,,Kaltungo,Gombe,GomKal@phcsample.com
282,GomKwa,,Kwami,Gombe,GomKwa@phcsample.com
283,GomSho,,Shomgom,Gombe,GomSho@phcsample.com
284,GomFun,,Funakaye,Gombe,GomFun@phcsample.com
285,GomGom,,Gombe,Gombe,GomGom@phcsample.com
286,GomNaf,,Nafada/Bajoga,Gombe,GomNaf@phcsample.com
287,GomYam,,Yamaltu/Delta.,Gombe,GomYam@phcsample.com
288,ImoAbo,,Aboh-Mbaise,Imo,ImoAbo@phcsample.com
289,ImoAhi,,Ahiazu-Mbaise,Imo,ImoAhi@phcsample.com
290,ImoEhi,,Ehime-Mbano,Imo,ImoEhi@phcsample.com
291,ImoEzi,,Ezinihitte,Imo,ImoEzi@phcsample.com
292,ImoIde,,Ideato North,Imo,ImoIde@phcsample.com
293,ImoIde,,Ideato South,Imo,ImoIde@phcsample.com
294,ImoIhi,,Ihitte/Uboma,Imo,ImoIhi@phcsample.com
295,ImoIke,,Ikeduru,Imo,ImoIke@phcsample.com
296,ImoIsi,,Isiala Mbano,Imo,ImoIsi@phcsample.com
297,ImoIsu,,Isu,Imo,ImoIsu@phcsample.com
298,ImoMba,,Mbaitoli,Imo,ImoMba@phcsample.com
299,ImoMba,,Mbaitoli,Imo,ImoMba@phcsample.com
300,ImoNgo,,Ngor-Okpala,Imo,ImoNgo@phcsample.com
301,ImoNja,,Njaba,Imo,ImoNja@phcsample.com
302,ImoNwa,,Nwangele,Imo,ImoNwa@phcsample.com
303,ImoNkw,,Nkwerre,Imo,ImoNkw@phcsample.com
304,ImoObo,,Obowo,Imo,ImoObo@phcsample.com
305,ImoOgu,,Oguta,Imo,ImoOgu@phcsample.com
306,ImoOha,,Ohaji/Egbema,Imo,ImoOha@phcsample.com
307,ImoOki,,Okigwe,Imo,ImoOki@phcsample.com
308,ImoOrl,,Orlu,Imo,ImoOrl@phcsample.com
309,ImoOrs,,Orsu,Imo,ImoOrs@phcsample.com
310,ImoOru,,Oru East,Imo,ImoOru@phcsample.com
311,ImoOru,,Oru West,Imo,ImoOru@phcsample.com
312,ImoOwe,,Owerri-Municipal,Imo,ImoOwe@phcsample.com
313,ImoOwe,,Owerri North,Imo,ImoOwe@phcsample.com
314,ImoOwe,,Owerri West,Imo,ImoOwe@phcsample.com
315,JigAuy,,Auyo,Jigawa,JigAuy@phcsample.com
316,JigBab,,Babura,Jigawa,JigBab@phcsample.com
317,JigBir,,Birni Kudu,Jigawa,JigBir@phcsample.com
318,JigBir,,Biriniwa,Jigawa,JigBir@phcsample.com
319,JigBuj,,Buji,Jigawa,JigBuj@phcsample.com
320,JigDut,,Dutse,Jigawa,JigDut@phcsample.com
321,JigGag,,Gagarawa,Jigawa,JigGag@phcsample.com
322,JigGar,,Garki,Jigawa,JigGar@phcsample.com
323,JigGum,,Gumel,Jigawa,JigGum@phcsample.com
324,JigGur,,Guri,Jigawa,JigGur@phcsample.com
325,JigGwa,,Gwaram,Jigawa,JigGwa@phcsample.com
326,JigGwi,,Gwiwa,Jigawa,JigGwi@phcsample.com
327,JigHad,,Hadejia,Jigawa,JigHad@phcsample.com
328,JigJah,,Jahun,Jigawa,JigJah@phcsample.com
329,JigKaf,,Kafin Hausa,Jigawa,JigKaf@phcsample.com
330,JigKau,,Kaugama Kazaure,Jigawa,JigKau@phcsample.com
331,JigKir,,Kiri Kasamma,Jigawa,JigKir@phcsample.com
332,JigKiy,,Kiyawa,Jigawa,JigKiy@phcsample.com
333,JigMai,,Maigatari,Jigawa,JigMai@phcsample.com
334,JigMal,,Malam Madori,Jigawa,JigMal@phcsample.com
335,JigMig,,Miga,Jigawa,JigMig@phcsample.com
336,JigRin,,Ringim,Jigawa,JigRin@phcsample.com
337,JigRon,,Roni,Jigawa,JigRon@phcsample.com
338,JigSul,,Sule-Tankarkar,Jigawa,JigSul@phcsample.com
339,JigTau,,Taura,Jigawa,JigTau@phcsample.com
340,JigYan,,Yankwashi,Jigawa,JigYan@phcsample.com
341,KadBir,,Birni-Gwari,Kaduna,KadBir@phcsample.com
342,KadChi,,Chikun,Kaduna,KadChi@phcsample.com
343,KadGiw,,Giwa,Kaduna,KadGiw@phcsample.com
344,KadIga,,Igabi,Kaduna,KadIga@phcsample.com
345,KadIka,,Ikara,Kaduna,KadIka@phcsample.com
346,Kadjab,,jaba,Kaduna,Kadjab@phcsample.com
347,KadJem,,Jema'a,Kaduna,KadJem@phcsample.com
348,KadKac,,Kachia,Kaduna,KadKac@phcsample.com
349,KadKad,,Kaduna North,Kaduna,KadKad@phcsample.com
350,KadKad,,Kaduna South,Kaduna,KadKad@phcsample.com
351,KadKag,,Kagarko,Kaduna,KadKag@phcsample.com
352,KadKaj,,Kajuru,Kaduna,KadKaj@phcsample.com
353,KadKau,,Kaura,Kaduna,KadKau@phcsample.com
354,KadKau,,Kauru,Kaduna,KadKau@phcsample.com
355,KadKub,,Kubau,Kaduna,KadKub@phcsample.com
356,KadKud,,Kudan,Kaduna,KadKud@phcsample.com
357,KadLer,,Lere,Kaduna,KadLer@phcsample.com
358,KadMak,,Makarfi,Kaduna,KadMak@phcsample.com
359,KadSab,,Sabon-Gari,Kaduna,KadSab@phcsample.com
360,KadSan,,Sanga,Kaduna,KadSan@phcsample.com
361,KadSob,,Soba,Kaduna,KadSob@phcsample.com
362,KadZan,,Zango-Kataf,Kaduna,KadZan@phcsample.com
363,KadZar,,Zaria,Kaduna,KadZar@phcsample.com
364,KanAji,,Ajingi,Kano,KanAji@phcsample.com
365,KanAlb,,Albasu,Kano,KanAlb@phcsample.com
366,KanBag,,Bagwai,Kano,KanBag@phcsample.com
367,KanBeb,,Bebeji,Kano,KanBeb@phcsample.com
368,KanBic,,Bichi,Kano,KanBic@phcsample.com
369,KanBun,,Bunkure,Kano,KanBun@phcsample.com
370,KanDal,,Dala,Kano,KanDal@phcsample.com
371,KanDam,,Dambatta,Kano,KanDam@phcsample.com
372,KanDaw,,Dawakin Kudu,Kano,KanDaw@phcsample.com
373,KanDaw,,Dawakin Tofa,Kano,KanDaw@phcsample.com
374,KanDog,,Doguwa,Kano,KanDog@phcsample.com
375,KanFag,,Fagge,Kano,KanFag@phcsample.com
376,KanGab,,Gabasawa,Kano,KanGab@phcsample.com
377,KanGar,,Garko,Kano,KanGar@phcsample.com
378,KanGar,,Garum,Kano,KanGar@phcsample.com
379,KanMal,,Mallam,Kano,KanMal@phcsample.com
380,KanGay,,Gaya,Kano,KanGay@phcsample.com
381,KanGez,,Gezawa,Kano,KanGez@phcsample.com
382,KanGwa,,Gwale,Kano,KanGwa@phcsample.com
383,KanGwa,,Gwarzo,Kano,KanGwa@phcsample.com
384,KanKab,,Kabo,Kano,KanKab@phcsample.com
385,KanKan,,Kano Municipal,Kano,KanKan@phcsample.com
386,KanKar,,Karaye,Kano,KanKar@phcsample.com
387,KanKib,,Kibiya,Kano,KanKib@phcsample.com
388,KanKir,,Kiru,Kano,KanKir@phcsample.com
389,Kankum,,kumbotso,Kano,Kankum@phcsample.com
390,KanKun,,Kunchi,Kano,KanKun@phcsample.com
391,KanKur,,Kura,Kano,KanKur@phcsample.com
392,KanMad,,Madobi,Kano,KanMad@phcsample.com
393,KanMak,,Makoda,Kano,KanMak@phcsample.com
394,KanMin,,Minjibir,Kano,KanMin@phcsample.com
395,KanNas,,Nasarawa,Kano,KanNas@phcsample.com
396,KanRan,,Rano,Kano,KanRan@phcsample.com
397,KanRim,,Rimin Gado,Kano,KanRim@phcsample.com
398,KanRog,,Rogo,Kano,KanRog@phcsample.com
399,KanSha,,Shanono,Kano,KanSha@phcsample.com
400,KanSum,,Sumaila,Kano,KanSum@phcsample.com
401,KanTak,,Takali,Kano,KanTak@phcsample.com
402,KanTar,,Tarauni,Kano,KanTar@phcsample.com
403,KanTof,,Tofa,Kano,KanTof@phcsample.com
404,KanTsa,,Tsanyawa,Kano,KanTsa@phcsample.com
405,KanTud,,Tudun Wada,Kano,KanTud@phcsample.com
406,KanUng,,Ungogo,Kano,KanUng@phcsample.com
407,KanWar,,Warawa,Kano,KanWar@phcsample.com
408,KanWud,,Wudil,Kano,KanWud@phcsample.com
409,KatBak,,Bakori,Katsina,KatBak@phcsample.com
410,KatBat,,Batagarawa,Katsina,KatBat@phcsample.com
411,KatBat,,Batsari,Katsina,KatBat@phcsample.com
412,KatBau,,Baure,Katsina,KatBau@phcsample.com
413,KatBin,,Bindawa,Katsina,KatBin@phcsample.com
414,KatCha,,Charanchi,Katsina,KatCha@phcsample.com
415,KatDan,,Dandume,Katsina,KatDan@phcsample.com
416,KatDan,,Danja,Katsina,KatDan@phcsample.com
417,KatDan,,Dan Musa,Katsina,KatDan@phcsample.com
418,KatDau,,Daura,Katsina,KatDau@phcsample.com
419,KatDut,,Dutsi,Katsina,KatDut@phcsample.com
420,KatDut,,Dutsin-Ma,Katsina,KatDut@phcsample.com
421,KatFas,,Faskari,Katsina,KatFas@phcsample.com
422,KatFun,,Funtua,Katsina,KatFun@phcsample.com
423,KatIng,,Ingawa,Katsina,KatIng@phcsample.com
